,lineup_ids,lineup_names,points_allowed,points_scored
7102,202730 - 201978 - 101145 - 203524 - 101133,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - Hill,Solomon - Mahinmi,Ian",6.0,8.0
7103,202730 - 101145 - 203524 - 1626167 - 1626202,"Allen,Lavoy - Ellis,Monta - Hill,Solomon - Turner,Myles - Young,Joe",3.0,4.0
7104,202730 - 101145 - 203922 - 1626167 - 1626202,"Allen,Lavoy - Ellis,Monta - Robinson III,Glenn - Turner,Myles - Young,Joe",11.0,7.0
7105,202730 - 201588 - 203524 - 101139 - 1626202,"Allen,Lavoy - Hill,George - Hill,Solomon - Miles,CJ - Young,Joe",2.0,4.0
7106,201978 - 201588 - 101139 - 203922 - 1626167,"Budinger,Chase - Hill,George - Miles,CJ - Robinson III,Glenn - Turner,Myles",9.0,2.0
7107,201978 - 101133 - 101139 - 203922 - 1626202,"Budinger,Chase - Mahinmi,Ian - Miles,CJ - Robinson III,Glenn - Young,Joe",5.0,7.0
7108,101145 - 202331 - 201588 - 101133 - 201155,"Ellis,Monta - George,Paul - Hill,George - Mahinmi,Ian - Stuckey,Rodney",7.0,5.0
7109,101145 - 202331 - 203524 - 101139 - 203922,"Ellis,Monta - George,Paul - Hill,Solomon - Miles,CJ - Robinson III,Glenn",5.0,6.0
7110,202331 - 201588 - 201941 - 101139 - 203922,"George,Paul - Hill,George - Hill,Jordan - Miles,CJ - Robinson III,Glenn",2.6,5.3
7111,202331 - 203524 - 203922 - 1626167 - 1626202,"George,Paul - Hill,Solomon - Robinson III,Glenn - Turner,Myles - Young,Joe",5.0,6.0
7112,203524 - 101139 - 203922 - 1626167 - 1626202,"Hill,Solomon - Miles,CJ - Robinson III,Glenn - Turner,Myles - Young,Joe",5.3,5.8
7113,202730 - 101145 - 201941 - 203524 - 201155,"Allen,Lavoy - Ellis,Monta - Hill,Jordan - Hill,Solomon - Stuckey,Rodney",5.0,1.0
7114,101145 - 201588 - 201941 - 101139 - 1626167,"Ellis,Monta - Hill,George - Hill,Jordan - Miles,CJ - Turner,Myles",3.3,7.0
7115,101145 - 201588 - 203524 - 101133 - 1626167,"Ellis,Monta - Hill,George - Hill,Solomon - Mahinmi,Ian - Turner,Myles",2.0,2.0
7116,202331 - 201588 - 201941 - 101133 - 203922,"George,Paul - Hill,George - Hill,Jordan - Mahinmi,Ian - Robinson III,Glenn",2.5,3.5
7117,202331 - 201941 - 201951 - 101133 - 201155,"George,Paul - Hill,Jordan - Lawson,Ty - Mahinmi,Ian - Stuckey,Rodney",5.0,5.0
7118,202730 - 201978 - 101145 - 201155 - 203963,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - Stuckey,Rodney - Whittington,Shayne",5.0,4.0
7119,202730 - 101145 - 202331 - 101133 - 201155,"Allen,Lavoy - Ellis,Monta - George,Paul - Mahinmi,Ian - Stuckey,Rodney",3.8,4.9
7120,202730 - 202331 - 201588 - 201941 - 201155,"Allen,Lavoy - George,Paul - Hill,George - Hill,Jordan - Stuckey,Rodney",4.5,4.4
7121,202730 - 202331 - 201588 - 203524 - 101139,"Allen,Lavoy - George,Paul - Hill,George - Hill,Solomon - Miles,CJ",2.0,2.0
7122,201978 - 101145 - 101133 - 101139 - 203922,"Budinger,Chase - Ellis,Monta - Mahinmi,Ian - Miles,CJ - Robinson III,Glenn",6.0,1.0
7123,201978 - 201588 - 101133 - 101139 - 201155,"Budinger,Chase - Hill,George - Mahinmi,Ian - Miles,CJ - Stuckey,Rodney",5.4,4.8
7124,1626176 - 201941 - 203922 - 201155 - 1626202,"Christmas,Rakeem - Hill,Jordan - Robinson III,Glenn - Stuckey,Rodney - Young,Joe",8.0,7.0
7125,101145 - 202331 - 203524 - 203922 - 1626167,"Ellis,Monta - George,Paul - Hill,Solomon - Robinson III,Glenn - Turner,Myles",6.5,5.0
7126,101145 - 201588 - 101133 - 201155 - 1626167,"Ellis,Monta - Hill,George - Mahinmi,Ian - Stuckey,Rodney - Turner,Myles",5.0,4.0
7127,101145 - 201941 - 203524 - 201155 - 1626167,"Ellis,Monta - Hill,Jordan - Hill,Solomon - Stuckey,Rodney - Turner,Myles",6.5,3.5
7128,202331 - 201588 - 101139 - 201155 - 1626167,"George,Paul - Hill,George - Miles,CJ - Stuckey,Rodney - Turner,Myles",4.6,4.6
7129,202730 - 101145 - 202331 - 201951 - 101133,"Allen,Lavoy - Ellis,Monta - George,Paul - Lawson,Ty - Mahinmi,Ian",4.0,5.0
7130,202730 - 101145 - 201941 - 101139 - 1626202,"Allen,Lavoy - Ellis,Monta - Hill,Jordan - Miles,CJ - Young,Joe",5.8,6.8
7131,202730 - 101145 - 203524 - 101139 - 1626167,"Allen,Lavoy - Ellis,Monta - Hill,Solomon - Miles,CJ - Turner,Myles",5.0,8.0
7132,201978 - 201588 - 201941 - 203922 - 1626167,"Budinger,Chase - Hill,George - Hill,Jordan - Robinson III,Glenn - Turner,Myles",7.0,0.0
7133,101145 - 202331 - 201588 - 203524 - 101139,"Ellis,Monta - George,Paul - Hill,George - Hill,Solomon - Miles,CJ",3.6,8.3
7134,101145 - 202331 - 203524 - 201155 - 1626167,"Ellis,Monta - George,Paul - Hill,Solomon - Stuckey,Rodney - Turner,Myles",4.7,3.7
7135,101145 - 202331 - 101133 - 101139 - 201155,"Ellis,Monta - George,Paul - Mahinmi,Ian - Miles,CJ - Stuckey,Rodney",4.8,3.9
7136,202331 - 201588 - 201941 - 101139 - 201155,"George,Paul - Hill,George - Hill,Jordan - Miles,CJ - Stuckey,Rodney",4.2,4.5
7137,202331 - 201951 - 101133 - 201155 - 1626167,"George,Paul - Lawson,Ty - Mahinmi,Ian - Stuckey,Rodney - Turner,Myles",3.0,2.0
7138,201951 - 101133 - 101139 - 201155 - 1626167,"Lawson,Ty - Mahinmi,Ian - Miles,CJ - Stuckey,Rodney - Turner,Myles",5.0,3.5
7139,202730 - 201978 - 101145 - 201941 - 203524,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - Hill,Jordan - Hill,Solomon",5.6,4.8
7140,202730 - 201978 - 201588 - 101133 - 201155,"Allen,Lavoy - Budinger,Chase - Hill,George - Mahinmi,Ian - Stuckey,Rodney",4.2,4.0
7141,202730 - 201978 - 201941 - 203922 - 201155,"Allen,Lavoy - Budinger,Chase - Hill,Jordan - Robinson III,Glenn - Stuckey,Rodney",3.5,6.5
7142,202730 - 101145 - 202331 - 101139 - 1626167,"Allen,Lavoy - Ellis,Monta - George,Paul - Miles,CJ - Turner,Myles",5.3,4.8
7143,202730 - 101145 - 101139 - 203922 - 1626167,"Allen,Lavoy - Ellis,Monta - Miles,CJ - Robinson III,Glenn - Turner,Myles",2.0,5.0
7144,202730 - 202331 - 201588 - 101133 - 201155,"Allen,Lavoy - George,Paul - Hill,George - Mahinmi,Ian - Stuckey,Rodney",4.6,3.4
7145,201978 - 201588 - 201941 - 203524 - 203922,"Budinger,Chase - Hill,George - Hill,Jordan - Hill,Solomon - Robinson III,Glenn",2.0,2.0
7146,101145 - 202331 - 201941 - 1626167 - 1626202,"Ellis,Monta - George,Paul - Hill,Jordan - Turner,Myles - Young,Joe",4.0,5.0
7147,101145 - 202331 - 203524 - 101133 - 201155,"Ellis,Monta - George,Paul - Hill,Solomon - Mahinmi,Ian - Stuckey,Rodney",4.2,4.1
7148,202331 - 101133 - 101139 - 201155 - 1626202,"George,Paul - Mahinmi,Ian - Miles,CJ - Stuckey,Rodney - Young,Joe",3.0,2.0
7149,201941 - 203524 - 201951 - 201155 - 1626167,"Hill,Jordan - Hill,Solomon - Lawson,Ty - Stuckey,Rodney - Turner,Myles",4.5,2.0
7150,203524 - 101139 - 201155 - 203963 - 1626202,"Hill,Solomon - Miles,CJ - Stuckey,Rodney - Whittington,Shayne - Young,Joe",2.0,3.0
7151,202730 - 101145 - 202331 - 201941 - 101139,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,Jordan - Miles,CJ",3.0,3.6
7152,201978 - 202331 - 201941 - 101139 - 1626202,"Budinger,Chase - George,Paul - Hill,Jordan - Miles,CJ - Young,Joe",5.5,4.0
7153,202730 - 101145 - 202331 - 203524 - 201155,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,Solomon - Stuckey,Rodney",2.0,5.0
7154,202730 - 201978 - 203524 - 203922 - 1626202,"Allen,Lavoy - Budinger,Chase - Hill,Solomon - Robinson III,Glenn - Young,Joe",4.1,4.0
7155,202730 - 202331 - 201588 - 101133 - 101139,"Allen,Lavoy - George,Paul - Hill,George - Mahinmi,Ian - Miles,CJ",4.0,5.5
7156,201978 - 101145 - 202331 - 201588 - 203524,"Budinger,Chase - Ellis,Monta - George,Paul - Hill,George - Hill,Solomon",4.0,3.0
7157,201978 - 101145 - 203524 - 101133 - 201155,"Budinger,Chase - Ellis,Monta - Hill,Solomon - Mahinmi,Ian - Stuckey,Rodney",3.5,1.5
7158,101145 - 202331 - 201941 - 203524 - 1626167,"Ellis,Monta - George,Paul - Hill,Jordan - Hill,Solomon - Turner,Myles",4.0,2.0
7159,101145 - 202331 - 201941 - 203922 - 1626167,"Ellis,Monta - George,Paul - Hill,Jordan - Robinson III,Glenn - Turner,Myles",4.5,3.0
7160,101145 - 201588 - 201941 - 203524 - 1626167,"Ellis,Monta - Hill,George - Hill,Jordan - Hill,Solomon - Turner,Myles",4.5,5.0
7161,101145 - 201941 - 101139 - 203922 - 201155,"Ellis,Monta - Hill,Jordan - Miles,CJ - Robinson III,Glenn - Stuckey,Rodney",2.2,2.2
7162,201588 - 201941 - 101139 - 1626167 - 1626202,"Hill,George - Hill,Jordan - Miles,CJ - Turner,Myles - Young,Joe",5.5,0.5
7163,202730 - 201978 - 101145 - 201941 - 1626202,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - Hill,Jordan - Young,Joe",1.4,5.7
7164,202730 - 101145 - 201941 - 203524 - 101139,"Allen,Lavoy - Ellis,Monta - Hill,Jordan - Hill,Solomon - Miles,CJ",3.5,5.5
7165,202730 - 202331 - 203524 - 101139 - 1626202,"Allen,Lavoy - George,Paul - Hill,Solomon - Miles,CJ - Young,Joe",5.0,5.5
7166,201978 - 101145 - 202331 - 201941 - 201155,"Budinger,Chase - Ellis,Monta - George,Paul - Hill,Jordan - Stuckey,Rodney",3.3,2.3
7167,201978 - 101145 - 201941 - 101139 - 201155,"Budinger,Chase - Ellis,Monta - Hill,Jordan - Miles,CJ - Stuckey,Rodney",5.0,2.0
7168,201978 - 201588 - 201941 - 203922 - 201155,"Budinger,Chase - Hill,George - Hill,Jordan - Robinson III,Glenn - Stuckey,Rodney",3.5,2.0
7169,101145 - 202331 - 101133 - 101139 - 1626167,"Ellis,Monta - George,Paul - Mahinmi,Ian - Miles,CJ - Turner,Myles",2.3,2.3
7170,202331 - 201588 - 201941 - 201155 - 1626167,"George,Paul - Hill,George - Hill,Jordan - Stuckey,Rodney - Turner,Myles",4.7,4.0
7171,202730 - 201978 - 202331 - 201941 - 201155,"Allen,Lavoy - Budinger,Chase - George,Paul - Hill,Jordan - Stuckey,Rodney",4.4,1.7
7172,202730 - 101145 - 202331 - 201941 - 203524,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,Jordan - Hill,Solomon",2.5,3.0
7173,202730 - 101145 - 202331 - 203524 - 101133,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,Solomon - Mahinmi,Ian",4.0,1.5
7174,202730 - 101145 - 202331 - 203524 - 1626167,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,Solomon - Turner,Myles",2.8,3.6
7175,202730 - 101145 - 202331 - 203524 - 1626202,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,Solomon - Young,Joe",4.5,4.5
7176,202730 - 101145 - 203524 - 101139 - 1626202,"Allen,Lavoy - Ellis,Monta - Hill,Solomon - Miles,CJ - Young,Joe",3.0,4.5
7177,202730 - 101145 - 101139 - 1626167 - 1626202,"Allen,Lavoy - Ellis,Monta - Miles,CJ - Turner,Myles - Young,Joe",4.4,2.7
7178,202730 - 202331 - 201588 - 201941 - 203524,"Allen,Lavoy - George,Paul - Hill,George - Hill,Jordan - Hill,Solomon",2.0,5.5
7179,202730 - 202331 - 201588 - 201941 - 203922,"Allen,Lavoy - George,Paul - Hill,George - Hill,Jordan - Robinson III,Glenn",3.6,2.8
7180,202730 - 201588 - 203524 - 101139 - 203922,"Allen,Lavoy - Hill,George - Hill,Solomon - Miles,CJ - Robinson III,Glenn",3.0,3.0
7181,201978 - 101145 - 202331 - 201941 - 1626167,"Budinger,Chase - Ellis,Monta - George,Paul - Hill,Jordan - Turner,Myles",2.8,2.1
7182,201978 - 101145 - 101133 - 101139 - 201155,"Budinger,Chase - Ellis,Monta - Mahinmi,Ian - Miles,CJ - Stuckey,Rodney",3.0,6.5
7183,201978 - 202331 - 201588 - 101133 - 101139,"Budinger,Chase - George,Paul - Hill,George - Mahinmi,Ian - Miles,CJ",1.8,4.2
7184,101145 - 202331 - 101133 - 101139 - 203922,"Ellis,Monta - George,Paul - Mahinmi,Ian - Miles,CJ - Robinson III,Glenn",1.0,2.5
7185,101145 - 201941 - 101139 - 1626167 - 1626202,"Ellis,Monta - Hill,Jordan - Miles,CJ - Turner,Myles - Young,Joe",3.7,2.7
7186,202331 - 201588 - 201941 - 1626167 - 1626202,"George,Paul - Hill,George - Hill,Jordan - Turner,Myles - Young,Joe",4.5,3.0
7187,202730 - 201978 - 101145 - 202331 - 101133,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - George,Paul - Mahinmi,Ian",2.8,3.8
7188,202730 - 201978 - 101145 - 202331 - 101139,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - George,Paul - Miles,CJ",6.5,3.0
7189,202730 - 101145 - 202331 - 201588 - 203524,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,George - Hill,Solomon",3.7,3.3
7190,202730 - 101145 - 202331 - 1626167 - 1626202,"Allen,Lavoy - Ellis,Monta - George,Paul - Turner,Myles - Young,Joe",3.4,3.2
7191,202730 - 202331 - 201588 - 203524 - 201155,"Allen,Lavoy - George,Paul - Hill,George - Hill,Solomon - Stuckey,Rodney",3.7,4.0
7192,202730 - 202331 - 201588 - 201155 - 1626167,"Allen,Lavoy - George,Paul - Hill,George - Stuckey,Rodney - Turner,Myles",1.5,2.8
7193,201978 - 101145 - 201588 - 201941 - 1626167,"Budinger,Chase - Ellis,Monta - Hill,George - Hill,Jordan - Turner,Myles",4.0,2.0
7194,101145 - 202331 - 201588 - 203524 - 1626167,"Ellis,Monta - George,Paul - Hill,George - Hill,Solomon - Turner,Myles",3.8,2.6
7195,202730 - 201978 - 101145 - 101133 - 101139,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - Mahinmi,Ian - Miles,CJ",2.0,2.5
7196,202730 - 202331 - 101139 - 1626167 - 1626202,"Allen,Lavoy - George,Paul - Miles,CJ - Turner,Myles - Young,Joe",2.6,2.3
7197,202730 - 201588 - 201941 - 101139 - 1626202,"Allen,Lavoy - Hill,George - Hill,Jordan - Miles,CJ - Young,Joe",2.0,2.0
7198,101145 - 202331 - 201588 - 101139 - 1626167,"Ellis,Monta - George,Paul - Hill,George - Miles,CJ - Turner,Myles",3.1,3.6
7199,202331 - 201588 - 203524 - 101133 - 1626167,"George,Paul - Hill,George - Hill,Solomon - Mahinmi,Ian - Turner,Myles",3.0,3.0
7200,202331 - 201941 - 101139 - 1626167 - 1626202,"George,Paul - Hill,Jordan - Miles,CJ - Turner,Myles - Young,Joe",2.7,3.0
7201,101145 - 202331 - 101133 - 201155 - 1626167,"Ellis,Monta - George,Paul - Mahinmi,Ian - Stuckey,Rodney - Turner,Myles",4.6,3.0
7202,201588 - 201941 - 101139 - 203922 - 1626167,"Hill,George - Hill,Jordan - Miles,CJ - Robinson III,Glenn - Turner,Myles",1.5,4.0
7203,202730 - 202331 - 201941 - 101139 - 1626202,"Allen,Lavoy - George,Paul - Hill,Jordan - Miles,CJ - Young,Joe",2.0,2.3
7204,202730 - 202331 - 201951 - 101133 - 201155,"Allen,Lavoy - George,Paul - Lawson,Ty - Mahinmi,Ian - Stuckey,Rodney",3.5,2.0
7205,201978 - 101145 - 202331 - 201941 - 101139,"Budinger,Chase - Ellis,Monta - George,Paul - Hill,Jordan - Miles,CJ",2.6,2.0
7206,201978 - 101145 - 202331 - 101133 - 201155,"Budinger,Chase - Ellis,Monta - George,Paul - Mahinmi,Ian - Stuckey,Rodney",1.3,2.8
7207,101145 - 202331 - 201941 - 101139 - 1626167,"Ellis,Monta - George,Paul - Hill,Jordan - Miles,CJ - Turner,Myles",2.9,1.9
7208,101145 - 201588 - 203524 - 101133 - 101139,"Ellis,Monta - Hill,George - Hill,Solomon - Mahinmi,Ian - Miles,CJ",2.2,2.5
7209,202331 - 201588 - 201941 - 203524 - 201155,"George,Paul - Hill,George - Hill,Jordan - Hill,Solomon - Stuckey,Rodney",3.8,3.3
7210,202331 - 201588 - 101133 - 201155 - 1626167,"George,Paul - Hill,George - Mahinmi,Ian - Stuckey,Rodney - Turner,Myles",1.6,1.3
7211,202730 - 201978 - 101145 - 101133 - 201155,"Allen,Lavoy - Budinger,Chase - Ellis,Monta - Mahinmi,Ian - Stuckey,Rodney",1.5,1.0
7212,202730 - 101145 - 202331 - 201941 - 1626202,"Allen,Lavoy - Ellis,Monta - George,Paul - Hill,Jordan - Young,Joe",2.4,0.7
7213,202730 - 101145 - 201588 - 201941 - 101139,"Allen,Lavoy - Ellis,Monta - Hill,George - Hill,Jordan - Miles,CJ",2.1,1.3
7214,202730 - 202331 - 201588 - 201941 - 101139,"Allen,Lavoy - George,Paul - Hill,George - Hill,Jordan - Miles,CJ",1.3,0.8
7215,201978 - 201588 - 101133 - 101139 - 203922,"Budinger,Chase - Hill,George - Mahinmi,Ian - Miles,CJ - Robinson III,Glenn",3.0,1.3
7216,201582 - 201600 - 201967 - 201962 - 202706,"Ajinca,Alexis - Asik,Omer - Cunningham,Dante - Douglas,Toney - Hamilton,Jordan",40.0,25.0
7217,201600 - 202337 - 201967 - 201962 - 201950,"Asik,Omer - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Holiday,Jrue",33.0,34.0
7218,201600 - 201967 - 201962 - 203516 - 202706,"Asik,Omer - Cunningham,Dante - Douglas,Toney - Ennis,James - Hamilton,Jordan",36.0,22.0
7219,201582 - 201600 - 201967 - 201962 - 203516,"Ajinca,Alexis - Asik,Omer - Cunningham,Dante - Douglas,Toney - Ennis,James",26.7,19.0
7220,201600 - 202708 - 203076 - 1626214 - 202087,"Asik,Omer - Cole,Norris - Davis,Anthony - Dejean-Jones,Bryce - Gee,Alonzo",21.5,19.5
7221,201582 - 201600 - 201967 - 201962 - 202087,"Ajinca,Alexis - Asik,Omer - Cunningham,Dante - Douglas,Toney - Gee,Alonzo",23.0,14.5
7222,201582 - 202708 - 201967 - 203076 - 202087,"Ajinca,Alexis - Cole,Norris - Cunningham,Dante - Davis,Anthony - Gee,Alonzo",23.0,27.0
7223,201583 - 201967 - 201936 - 201569 - 201950,"Anderson,Ryan - Cunningham,Dante - Evans,Tyreke - Gordon,Eric - Holiday,Jrue",19.0,17.0
7224,201600 - 202708 - 201967 - 203076 - 201569,"Asik,Omer - Cole,Norris - Cunningham,Dante - Davis,Anthony - Gordon,Eric",21.4,20.7
7225,201582 - 203076 - 201936 - 202087 - 201950,"Ajinca,Alexis - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Holiday,Jrue",17.0,27.0
7226,201600 - 202708 - 201967 - 203076 - 1626214,"Asik,Omer - Cole,Norris - Cunningham,Dante - Davis,Anthony - Dejean-Jones,Bryce",20.5,20.9
7227,202337 - 201967 - 204025 - 202087 - 2570,"Babbitt,Luke - Cunningham,Dante - Frazier,Tim - Gee,Alonzo - Perkins,Kendrick",13.0,17.0
7228,201600 - 202337 - 201967 - 201962 - 202706,"Asik,Omer - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Hamilton,Jordan",17.0,14.5
7229,201600 - 202708 - 201967 - 203076 - 201936,"Asik,Omer - Cole,Norris - Cunningham,Dante - Davis,Anthony - Evans,Tyreke",15.5,18.0
7230,201582 - 202337 - 203076 - 201569 - 201950,"Ajinca,Alexis - Babbitt,Luke - Davis,Anthony - Gordon,Eric - Holiday,Jrue",13.0,15.0
7231,201600 - 201967 - 201962 - 203516 - 204025,"Asik,Omer - Cunningham,Dante - Douglas,Toney - Ennis,James - Frazier,Tim",13.0,25.0
7232,201600 - 203076 - 201936 - 202087 - 201569,"Asik,Omer - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Gordon,Eric",18.7,17.8
7233,201600 - 203076 - 202087 - 201569 - 201950,"Asik,Omer - Davis,Anthony - Gee,Alonzo - Gordon,Eric - Holiday,Jrue",17.5,13.4
7234,201582 - 202337 - 204025 - 202087 - 2570,"Ajinca,Alexis - Babbitt,Luke - Frazier,Tim - Gee,Alonzo - Perkins,Kendrick",14.0,13.0
7235,201600 - 202337 - 201967 - 201962 - 203516,"Asik,Omer - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Ennis,James",20.5,22.0
7236,201600 - 202708 - 201967 - 203076 - 202087,"Asik,Omer - Cole,Norris - Cunningham,Dante - Davis,Anthony - Gee,Alonzo",18.0,17.0
7237,201582 - 201600 - 202337 - 201967 - 201950,"Ajinca,Alexis - Asik,Omer - Babbitt,Luke - Cunningham,Dante - Holiday,Jrue",21.0,15.0
7238,201583 - 201600 - 201967 - 201936 - 201569,"Anderson,Ryan - Asik,Omer - Cunningham,Dante - Evans,Tyreke - Gordon,Eric",12.5,15.8
7239,201583 - 201600 - 202708 - 1626214 - 201950,"Anderson,Ryan - Asik,Omer - Cole,Norris - Dejean-Jones,Bryce - Holiday,Jrue",19.0,12.0
7240,201600 - 202708 - 203076 - 201936 - 202087,"Asik,Omer - Cole,Norris - Davis,Anthony - Evans,Tyreke - Gee,Alonzo",19.5,12.0
7241,201967 - 204025 - 202087 - 201950 - 2570,"Cunningham,Dante - Frazier,Tim - Gee,Alonzo - Holiday,Jrue - Perkins,Kendrick",17.0,17.0
7242,201582 - 203076 - 201936 - 202087 - 201569,"Ajinca,Alexis - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Gordon,Eric",13.2,11.5
7243,201583 - 201967 - 204025 - 202087 - 201950,"Anderson,Ryan - Cunningham,Dante - Frazier,Tim - Gee,Alonzo - Holiday,Jrue",15.0,19.0
7244,201600 - 201967 - 203076 - 201962 - 201950,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Douglas,Toney - Holiday,Jrue",16.4,15.7
7245,202337 - 201967 - 203076 - 201569 - 201950,"Babbitt,Luke - Cunningham,Dante - Davis,Anthony - Gordon,Eric - Holiday,Jrue",13.5,15.5
7246,201583 - 201600 - 202708 - 1626214 - 202087,"Anderson,Ryan - Asik,Omer - Cole,Norris - Dejean-Jones,Bryce - Gee,Alonzo",13.5,16.0
7247,201583 - 202708 - 201967 - 203076 - 202397,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Davis,Anthony - Smith,Ish",20.0,16.0
7248,201583 - 202337 - 201569 - 201950 - 202397,"Anderson,Ryan - Babbitt,Luke - Gordon,Eric - Holiday,Jrue - Smith,Ish",25.0,14.0
7249,202708 - 201967 - 203076 - 201569 - 2570,"Cole,Norris - Cunningham,Dante - Davis,Anthony - Gordon,Eric - Perkins,Kendrick",14.0,15.7
7250,201582 - 202337 - 201967 - 201962 - 202397,"Ajinca,Alexis - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Smith,Ish",12.0,13.0
7251,201582 - 201583 - 202337 - 201962 - 201569,"Ajinca,Alexis - Anderson,Ryan - Babbitt,Luke - Douglas,Toney - Gordon,Eric",14.0,19.0
7252,201582 - 201967 - 204025 - 202087 - 202706,"Ajinca,Alexis - Cunningham,Dante - Frazier,Tim - Gee,Alonzo - Hamilton,Jordan",16.0,18.0
7253,201583 - 201967 - 203076 - 201569 - 202397,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Gordon,Eric - Smith,Ish",12.0,13.1
7254,201583 - 201962 - 204025 - 202087 - 2570,"Anderson,Ryan - Douglas,Toney - Frazier,Tim - Gee,Alonzo - Perkins,Kendrick",10.0,10.0
7255,201600 - 202337 - 201967 - 203076 - 201962,"Asik,Omer - Babbitt,Luke - Cunningham,Dante - Davis,Anthony - Douglas,Toney",18.0,10.0
7256,201600 - 202708 - 203076 - 202087 - 201569,"Asik,Omer - Cole,Norris - Davis,Anthony - Gee,Alonzo - Gordon,Eric",11.7,15.0
7257,201600 - 201962 - 203516 - 204025 - 202706,"Asik,Omer - Douglas,Toney - Ennis,James - Frazier,Tim - Hamilton,Jordan",17.0,17.0
7258,201582 - 201583 - 202087 - 201569 - 202397,"Ajinca,Alexis - Anderson,Ryan - Gee,Alonzo - Gordon,Eric - Smith,Ish",12.3,11.8
7259,201583 - 201600 - 202337 - 201569 - 202397,"Anderson,Ryan - Asik,Omer - Babbitt,Luke - Gordon,Eric - Smith,Ish",11.0,11.5
7260,201583 - 201600 - 201967 - 201962 - 201950,"Anderson,Ryan - Asik,Omer - Cunningham,Dante - Douglas,Toney - Holiday,Jrue",14.0,13.0
7261,201583 - 201600 - 203076 - 201962 - 201950,"Anderson,Ryan - Asik,Omer - Davis,Anthony - Douglas,Toney - Holiday,Jrue",11.0,18.0
7262,203076 - 201936 - 201569 - 201950 - 202397,"Davis,Anthony - Evans,Tyreke - Gordon,Eric - Holiday,Jrue - Smith,Ish",6.0,14.0
7263,201600 - 201967 - 203076 - 201950 - 203111,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Holiday,Jrue - Johnson,Orlando",23.0,13.0
7264,201583 - 201967 - 201569 - 201950 - 2570,"Anderson,Ryan - Cunningham,Dante - Gordon,Eric - Holiday,Jrue - Perkins,Kendrick",12.0,12.0
7265,201967 - 203076 - 201569 - 2570 - 101126,"Cunningham,Dante - Davis,Anthony - Gordon,Eric - Perkins,Kendrick - Robinson,Nate",18.0,9.0
7266,201583 - 202337 - 201962 - 203111 - 2570,"Anderson,Ryan - Babbitt,Luke - Douglas,Toney - Johnson,Orlando - Perkins,Kendrick",16.0,20.0
7267,201967 - 203076 - 201962 - 202087 - 201950,"Cunningham,Dante - Davis,Anthony - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",12.6,10.3
7268,201583 - 201967 - 204025 - 202087 - 2570,"Anderson,Ryan - Cunningham,Dante - Frazier,Tim - Gee,Alonzo - Perkins,Kendrick",16.0,12.0
7269,202337 - 203516 - 204025 - 202706 - 2570,"Babbitt,Luke - Ennis,James - Frazier,Tim - Hamilton,Jordan - Perkins,Kendrick",11.5,12.8
7270,202337 - 204025 - 202087 - 202706 - 2570,"Babbitt,Luke - Frazier,Tim - Gee,Alonzo - Hamilton,Jordan - Perkins,Kendrick",8.0,7.0
7271,201582 - 202337 - 202708 - 201962 - 202087,"Ajinca,Alexis - Babbitt,Luke - Cole,Norris - Douglas,Toney - Gee,Alonzo",14.0,12.0
7272,201582 - 202337 - 201967 - 201962 - 204025,"Ajinca,Alexis - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Frazier,Tim",13.0,13.6
7273,201583 - 201967 - 203076 - 1626214 - 201950,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Dejean-Jones,Bryce - Holiday,Jrue",8.0,15.5
7274,201583 - 203076 - 202087 - 201569 - 202397,"Anderson,Ryan - Davis,Anthony - Gee,Alonzo - Gordon,Eric - Smith,Ish",12.5,12.6
7275,201600 - 201967 - 203076 - 201936 - 201569,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Evans,Tyreke - Gordon,Eric",12.5,12.4
