,lineup_ids,clusters,lineup_names,points_scored,points_allowed,MIN_TOT,net,net_per_min
752,"101115,202087,202681,202684,203521","1,2,7,8,8","Bynum,Andrew - Dellavedova,Matthew - Gee,Alonzo - Irving,Kyrie - Thompson,Tristan",67.8,78.6,34.2,-10.8,-0.315789473684
776,"101123,101133,201571,201946,202331","1,1,6,7,8","Augustin,D.J. - George,Paul - Green,Gerald - Hansbrough,Tyler - Mahinmi,Ian",6.3,5.9,66.0,0.4,0.00606060606061
777,"101123,101133,201571,201946,202362","1,1,6,6,8","Augustin,D.J. - Green,Gerald - Hansbrough,Tyler - Mahinmi,Ian - Stephenson,Lance",6.8,7.9,72.0,-1.1,-0.0152777777778
778,"101123,101133,201571,201946,203111","1,1,5,6,8","Augustin,D.J. - Green,Gerald - Hansbrough,Tyler - Johnson,Orlando - Mahinmi,Ian",5.2,4.9,27.0,0.3,0.0111111111111
781,"101123,101133,201571,201965,203111","0,1,5,6,8","Augustin,D.J. - Green,Gerald - Johnson,Orlando - Mahinmi,Ian - Pendergraph,Jeff",11.0,10.5,25.8,0.5,0.0193798449612
782,"101123,101133,201588,201946,202331","1,1,6,7,8","George,Paul - Green,Gerald - Hansbrough,Tyler - Hill,George - Mahinmi,Ian",3.3,4.7,29.4,-1.4,-0.047619047619
815,"101123,200782,201148,202694,202738","0,6,7,8,9","Green,Gerald - Morris,Marcus - Thomas,Isaiah - Tucker,PJ - Wright,Brandan",59.2,55.2,27.2,4.0,0.147058823529
823,"101123,200782,201229,202738,203458","0,4,6,8,9","Green,Gerald - Len,Alex - Thomas,Isaiah - Tolliver,Anthony - Tucker,PJ",66.4,62.4,36.0,4.0,0.111111111111
824,"101123,200782,201609,202339,202693","1,8,9,9,9","Bledsoe,Eric - Dragic,Goran - Green,Gerald - Morris,Markieff - Tucker,PJ",184.0,143.8,70.4,40.2,0.571022727273
827,"101123,200782,201609,202339,203101","2,8,9,9,9","Bledsoe,Eric - Dragic,Goran - Green,Gerald - Plumlee,Miles - Tucker,PJ",32.0,41.0,16.2,-9.0,-0.555555555556
832,"101123,200782,201609,202693,202694","1,7,8,9,9","Dragic,Goran - Green,Gerald - Morris,Marcus - Morris,Markieff - Tucker,PJ",151.0,167.0,76.4,-16.0,-0.20942408377
834,"101123,200782,201609,202693,203101","1,2,8,9,9","Dragic,Goran - Green,Gerald - Morris,Markieff - Plumlee,Miles - Tucker,PJ",224.0,214.4,98.8,9.6,0.0971659919028
835,"101123,200782,201609,202693,203458","0,1,8,9,9","Dragic,Goran - Green,Gerald - Len,Alex - Morris,Markieff - Tucker,PJ",81.6,78.6,33.8,3.0,0.0887573964497
837,"101123,200782,201609,202694,203101","2,7,8,9,9","Dragic,Goran - Green,Gerald - Morris,Marcus - Plumlee,Miles - Tucker,PJ",65.0,68.0,24.0,-3.0,-0.125
848,"101123,200782,202339,202693,202694","1,7,8,9,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Morris,Markieff - Tucker,PJ",135.3,143.6,63.6,-8.3,-0.130503144654
849,"101123,200782,202339,202693,202738","1,6,8,9,9","Bledsoe,Eric - Green,Gerald - Morris,Markieff - Thomas,Isaiah - Tucker,PJ",57.2,42.0,20.8,15.2,0.730769230769
850,"101123,200782,202339,202693,203101","1,2,8,9,9","Bledsoe,Eric - Green,Gerald - Morris,Markieff - Plumlee,Miles - Tucker,PJ",159.0,154.5,73.2,4.5,0.0614754098361
851,"101123,200782,202339,202693,203458","0,1,8,9,9","Bledsoe,Eric - Green,Gerald - Len,Alex - Morris,Markieff - Tucker,PJ",123.2,133.8,62.9,-10.6,-0.168521462639
855,"101123,200782,202339,202694,203101","2,7,8,9,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Plumlee,Miles - Tucker,PJ",63.0,59.2,26.4,3.8,0.143939393939
856,"101123,200782,202339,202694,203458","0,7,8,9,9","Bledsoe,Eric - Green,Gerald - Len,Alex - Morris,Marcus - Tucker,PJ",40.0,56.0,19.2,-16.0,-0.833333333333
859,"101123,200782,202339,202738,203101","2,6,8,9,9","Bledsoe,Eric - Green,Gerald - Plumlee,Miles - Thomas,Isaiah - Tucker,PJ",35.2,30.4,16.8,4.8,0.285714285714
861,"101123,200782,202397,202693,202694","1,7,8,9,9","Green,Gerald - Morris,Marcus - Morris,Markieff - Smith,Ish - Tucker,PJ",62.4,58.5,31.2,3.9,0.125
868,"101123,200782,202694,202738,203101","2,6,7,8,9","Green,Gerald - Morris,Marcus - Plumlee,Miles - Thomas,Isaiah - Tucker,PJ",104.0,96.2,48.1,7.8,0.162162162162
869,"101123,200782,202694,202738,203458","0,6,7,8,9","Green,Gerald - Len,Alex - Morris,Marcus - Thomas,Isaiah - Tucker,PJ",35.2,35.2,15.2,0.0,0.0
874,"101123,201148,201609,202694,202738","0,6,7,8,9","Dragic,Goran - Green,Gerald - Morris,Marcus - Thomas,Isaiah - Wright,Brandan",60.0,46.2,24.0,13.8,0.575
875,"101123,201148,202339,202693,202694","0,1,7,8,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Morris,Markieff - Wright,Brandan",52.0,29.6,22.4,22.4,1.0
877,"101123,201148,202339,202694,202738","0,6,7,8,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Thomas,Isaiah - Wright,Brandan",39.2,52.5,17.5,-13.3,-0.76
879,"101123,201148,202339,202694,203933","0,3,7,8,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Warren,TJ - Wright,Brandan",29.2,20.0,15.6,9.2,0.589743589744
885,"101123,201148,202694,202738,203101","0,2,6,7,8","Green,Gerald - Morris,Marcus - Plumlee,Miles - Thomas,Isaiah - Wright,Brandan",48.0,36.0,19.8,12.0,0.606060606061
898,"101123,201229,202339,202694,203458","0,4,7,8,9","Bledsoe,Eric - Green,Gerald - Len,Alex - Morris,Marcus - Tolliver,Anthony",38.0,51.2,17.6,-13.2,-0.75
904,"101123,201571,201579,201946,202331","1,1,6,7,8","Augustin,D.J. - George,Paul - Green,Gerald - Hansbrough,Tyler - Hibbert,Roy",9.9,8.2,33.6,1.7,0.0505952380952
910,"101123,201579,201588,201946,202331","1,1,6,7,8","George,Paul - Green,Gerald - Hansbrough,Tyler - Hibbert,Roy - Hill,George",3.5,3.9,47.5,-0.4,-0.00842105263158
911,"101123,201579,201588,201946,202362","1,1,6,6,8","Green,Gerald - Hansbrough,Tyler - Hibbert,Roy - Hill,George - Stephenson,Lance",4.8,4.1,30.0,0.7,0.0233333333333
913,"101123,201609,202339,202693,202694","1,7,8,9,9","Bledsoe,Eric - Dragic,Goran - Green,Gerald - Morris,Marcus - Morris,Markieff",77.4,73.2,35.9,4.2,0.116991643454
915,"101123,201609,202339,202693,203101","1,2,8,9,9","Bledsoe,Eric - Dragic,Goran - Green,Gerald - Morris,Markieff - Plumlee,Miles",72.2,59.4,26.8,12.8,0.477611940299
916,"101123,201609,202339,202693,203458","0,1,8,9,9","Bledsoe,Eric - Dragic,Goran - Green,Gerald - Len,Alex - Morris,Markieff",81.9,74.1,33.8,7.8,0.230769230769
919,"101123,201609,202355,1626159,1626196","2,5,5,8,9","Dragic,Goran - Green,Gerald - Richardson,Josh - Whiteside,Hassan - Winslow,Justise",74.4,56.0,29.6,18.4,0.621621621622
921,"101123,201609,202397,202693,202694","1,7,8,9,9","Dragic,Goran - Green,Gerald - Morris,Marcus - Morris,Markieff - Smith,Ish",103.5,93.0,48.0,10.5,0.21875
924,"101123,201609,202693,202694,203101","1,2,7,8,9","Dragic,Goran - Green,Gerald - Morris,Marcus - Morris,Markieff - Plumlee,Miles",92.4,83.6,39.6,8.8,0.222222222222
925,"101123,201609,202693,202694,203458","0,1,7,8,9","Dragic,Goran - Green,Gerald - Len,Alex - Morris,Marcus - Morris,Markieff",46.2,42.0,19.5,4.2,0.215384615385
926,"101123,201609,202693,202694,203462","1,6,7,8,9","Dragic,Goran - Goodwin,Archie - Green,Gerald - Morris,Marcus - Morris,Markieff",95.0,83.0,46.0,12.0,0.260869565217
930,"101123,201609,202694,202738,203101","2,6,7,8,9","Dragic,Goran - Green,Gerald - Morris,Marcus - Plumlee,Miles - Thomas,Isaiah",117.6,105.0,47.6,12.6,0.264705882353
931,"101123,201609,202694,202738,203458","0,6,7,8,9","Dragic,Goran - Green,Gerald - Len,Alex - Morris,Marcus - Thomas,Isaiah",41.4,50.4,17.1,-9.0,-0.526315789474
946,"101123,202339,202397,202693,202694","1,7,8,9,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Morris,Markieff - Smith,Ish",42.0,33.0,16.8,9.0,0.535714285714
949,"101123,202339,202693,202694,203101","1,2,7,8,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Morris,Markieff - Plumlee,Miles",94.3,91.7,49.6,2.6,0.0524193548387
950,"101123,202339,202693,202694,203458","0,1,7,8,9","Bledsoe,Eric - Green,Gerald - Len,Alex - Morris,Marcus - Morris,Markieff",51.2,52.2,23.4,-1.0,-0.042735042735
951,"101123,202339,202693,202694,203462","1,6,7,8,9","Bledsoe,Eric - Goodwin,Archie - Green,Gerald - Morris,Marcus - Morris,Markieff",83.2,97.7,40.0,-14.5,-0.3625
954,"101123,202339,202693,202738,203458","0,1,6,8,9","Bledsoe,Eric - Green,Gerald - Len,Alex - Morris,Markieff - Thomas,Isaiah",67.2,52.0,24.8,15.2,0.612903225806
955,"101123,202339,202694,202738,203101","2,6,7,8,9","Bledsoe,Eric - Green,Gerald - Morris,Marcus - Plumlee,Miles - Thomas,Isaiah",101.4,104.0,45.5,-2.6,-0.0571428571429
956,"101123,202339,202694,202738,203458","0,6,7,8,9","Bledsoe,Eric - Green,Gerald - Len,Alex - Morris,Marcus - Thomas,Isaiah",50.4,47.7,20.7,2.7,0.130434782609
964,"101123,202397,202693,202694,203101","1,2,7,8,9","Green,Gerald - Morris,Marcus - Morris,Markieff - Plumlee,Miles - Smith,Ish",60.5,55.0,25.3,5.5,0.217391304348
965,"101123,202397,202693,202694,203458","0,1,7,8,9","Green,Gerald - Len,Alex - Morris,Marcus - Morris,Markieff - Smith,Ish",32.0,51.0,21.0,-19.0,-0.904761904762
966,"101123,202397,202693,202694,203462","1,6,7,8,9","Goodwin,Archie - Green,Gerald - Morris,Marcus - Morris,Markieff - Smith,Ish",39.0,40.0,22.0,-1.0,-0.0454545454545
985,"101126,200751,201163,201581,201951","2,6,8,8,9","Chandler,Wilson - Foye,Randy - Hickson,JJ - Lawson,Ty - Robinson,Nate",68.0,67.2,25.6,0.8,0.03125
992,"101126,200751,201568,201580,201589","0,1,3,6,8","Arthur,Darrell - Foye,Randy - Gallinari,Danilo - McGee,JaVale - Robinson,Nate",47.1,50.1,22.5,-3.0,-0.133333333333
1000,"101126,200751,201581,201951,202702","2,2,6,8,9","Faried,Kenneth - Foye,Randy - Hickson,JJ - Lawson,Ty - Robinson,Nate",30.8,38.5,15.4,-7.7,-0.5
1010,"101126,201149,201158,201959,202710","2,2,4,6,7","Belinelli,Marco - Butler,Jimmy - Gibson,Taj - Noah,Joakim - Robinson,Nate",8.3,7.1,128.0,1.2,0.009375
1018,"101126,201163,201167,202389,202702","2,2,6,8,8","Afflalo,Arron - Chandler,Wilson - Faried,Kenneth - Mozgov,Timofey - Robinson,Nate",25.8,45.0,16.8,-19.2,-1.14285714286
1031,"101126,201163,201581,201951,202389","2,2,6,8,9","Chandler,Wilson - Hickson,JJ - Lawson,Ty - Mozgov,Timofey - Robinson,Nate",37.8,45.0,18.6,-7.2,-0.387096774194
1032,"101126,201163,201581,201951,202702","2,2,6,8,9","Chandler,Wilson - Faried,Kenneth - Hickson,JJ - Lawson,Ty - Robinson,Nate",54.0,69.6,26.4,-15.6,-0.590909090909
1036,"101126,201163,201589,201951,202389","1,2,6,8,9","Arthur,Darrell - Chandler,Wilson - Lawson,Ty - Mozgov,Timofey - Robinson,Nate",28.7,28.7,16.1,0.0,0.0
1055,"101126,201568,201581,201589,203914","1,2,3,3,6","Arthur,Darrell - Gallinari,Danilo - Harris,Gary - Hickson,JJ - Robinson,Nate",52.8,51.0,29.4,1.8,0.0612244897959
1070,"101126,201589,201951,202389,202706","1,2,6,8,9","Arthur,Darrell - Hamilton,Jordan - Lawson,Ty - Mozgov,Timofey - Robinson,Nate",57.2,47.3,25.3,9.9,0.391304347826
1071,"101126,201589,201951,202389,203095","1,2,6,8,9","Arthur,Darrell - Fournier,Evan - Lawson,Ty - Mozgov,Timofey - Robinson,Nate",56.0,29.0,19.0,27.0,1.42105263158
1074,"101126,201589,202389,202706,203095","1,2,6,8,8","Arthur,Darrell - Fournier,Evan - Hamilton,Jordan - Mozgov,Timofey - Robinson,Nate",41.2,28.0,22.4,13.2,0.589285714286
1080,"101126,202389,202702,203095,203113","2,2,4,6,8","Faried,Kenneth - Fournier,Evan - Miller,Quincy - Mozgov,Timofey - Robinson,Nate",58.8,49.8,25.2,9.0,0.357142857143
1083,"101127,101135,201171,201939,202691","2,2,4,6,8","Curry,Stephen - Jack,Jarrett - Landry,Carl - Lee,David - Thompson,Klay",14.9,13.7,402.6,1.2,0.00298062593145
1084,"101127,101135,201171,201939,203084","2,2,5,6,8","Barnes,Harrison - Curry,Stephen - Jack,Jarrett - Landry,Carl - Lee,David",7.8,7.0,125.8,0.8,0.00635930047695
1086,"101127,101135,201171,201939,203110","2,2,2,6,8","Curry,Stephen - Green,Draymond - Jack,Jarrett - Landry,Carl - Lee,David",6.1,5.7,64.4,0.4,0.00621118012422
1087,"101127,101135,201171,202691,203084","2,2,4,5,8","Barnes,Harrison - Jack,Jarrett - Landry,Carl - Lee,David - Thompson,Klay",5.9,6.7,62.7,-0.8,-0.0127591706539
1088,"101127,101135,201171,202691,203110","2,2,2,4,8","Green,Draymond - Jack,Jarrett - Landry,Carl - Lee,David - Thompson,Klay",4.5,5.3,34.5,-0.8,-0.0231884057971
1095,"101127,101135,201939,202691,203084","2,4,5,6,8","Barnes,Harrison - Curry,Stephen - Jack,Jarrett - Lee,David - Thompson,Klay",5.2,3.8,28.8,1.4,0.0486111111111
1096,"101127,101135,201939,202691,203105","0,2,4,6,8","Curry,Stephen - Ezeli,Festus - Jack,Jarrett - Lee,David - Thompson,Klay",7.8,7.7,108.5,0.1,0.000921658986175
1097,"101127,101135,201939,202691,203110","2,2,4,6,8","Curry,Stephen - Green,Draymond - Jack,Jarrett - Lee,David - Thompson,Klay",7.4,6.6,73.5,0.8,0.0108843537415
1099,"101127,101135,201939,203084,203105","0,2,5,6,8","Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Jack,Jarrett - Lee,David",3.0,4.7,26.0,-1.7,-0.0653846153846
1104,"101127,101135,202691,203084,203105","0,2,4,5,8","Barnes,Harrison - Ezeli,Festus - Jack,Jarrett - Lee,David - Thompson,Klay",10.8,9.2,25.0,1.6,0.064
1111,"101127,101139,201947,203079,203092","0,4,5,7,8","Clark,Earl - Jack,Jarrett - Miles,CJ - Waiters,Dion - Zeller,Tyler",64.8,73.8,31.8,-9.0,-0.283018867925
1119,"101127,101187,201152,201572,202711","1,2,3,3,8","Anderson,Alan - Bogdanovic,Bojan - Jack,Jarrett - Lopez,Brook - Young,Thaddeus",63.9,55.8,28.8,8.1,0.28125
1120,"101127,101187,201152,201572,203900","1,2,3,5,8","Anderson,Alan - Brown,Markel - Jack,Jarrett - Lopez,Brook - Young,Thaddeus",46.2,51.1,18.9,-4.9,-0.259259259259
1121,"101127,101187,201152,202711,203486","0,2,3,3,8","Anderson,Alan - Bogdanovic,Bojan - Jack,Jarrett - Plumlee,Mason - Young,Thaddeus",48.0,57.0,26.0,-9.0,-0.346153846154
1124,"101127,101187,201572,202711,203141","1,3,3,3,8","Anderson,Alan - Bogdanovic,Bojan - Jack,Jarrett - Lopez,Brook - Teletovic,Mirza",55.5,57.0,31.5,-1.5,-0.047619047619
1125,"101127,101187,201572,202711,203486","0,1,3,3,8","Anderson,Alan - Bogdanovic,Bojan - Jack,Jarrett - Lopez,Brook - Plumlee,Mason",56.0,58.0,29.0,-2.0,-0.0689655172414
1131,"101127,101187,202366,202711,203141","0,3,3,3,8","Anderson,Alan - Bogdanovic,Bojan - Jack,Jarrett - Jordan,Jerome - Teletovic,Mirza",43.8,39.6,18.6,4.2,0.225806451613
1136,"101127,101187,202711,203141,203486","0,3,3,3,8","Anderson,Alan - Bogdanovic,Bojan - Jack,Jarrett - Plumlee,Mason - Teletovic,Mirza",67.6,57.2,33.8,10.4,0.307692307692
1137,"101127,101187,202711,203486,203928","0,2,3,3,8","Anderson,Alan - Bogdanovic,Bojan - Jack,Jarrett - Jefferson,Cory - Plumlee,Mason",102.0,106.0,59.0,-4.0,-0.0677966101695
1155,"101127,201150,202087,202684,203079","2,2,7,8,8","Gee,Alonzo - Hawes,Spencer - Jack,Jarrett - Thompson,Tristan - Waiters,Dion",72.0,120.0,44.0,-48.0,-1.09090909091
1172,"101127,201152,202711,203486,203900","0,2,3,5,8","Bogdanovic,Bojan - Brown,Markel - Jack,Jarrett - Plumlee,Mason - Young,Thaddeus",28.7,44.8,17.5,-16.1,-0.92
1176,"101127,201171,201939,202691,203105","0,2,4,6,8","Curry,Stephen - Ezeli,Festus - Jack,Jarrett - Landry,Carl - Thompson,Klay",5.7,6.1,65.1,-0.4,-0.00614439324117
1177,"101127,201171,201939,202691,203110","2,2,4,6,8","Curry,Stephen - Green,Draymond - Jack,Jarrett - Landry,Carl - Thompson,Klay",4.2,4.7,54.0,-0.5,-0.00925925925926
1179,"101127,201171,201939,203084,203110","2,2,5,6,8","Barnes,Harrison - Curry,Stephen - Green,Draymond - Jack,Jarrett - Landry,Carl",4.5,4.3,33.0,0.2,0.00606060606061
1182,"101127,201171,202691,203084,203105","0,2,4,5,8","Barnes,Harrison - Ezeli,Festus - Jack,Jarrett - Landry,Carl - Thompson,Klay",5.9,4.9,28.8,1.0,0.0347222222222
1183,"101127,201171,202691,203084,203110","2,2,4,5,8","Barnes,Harrison - Green,Draymond - Jack,Jarrett - Landry,Carl - Thompson,Klay",3.9,5.2,16.2,-1.3,-0.0802469135802
1184,"101127,201171,202691,203105,203110","0,2,2,4,8","Ezeli,Festus - Green,Draymond - Jack,Jarrett - Landry,Carl - Thompson,Klay",2.8,1.5,15.0,1.3,0.0866666666667
1206,"101127,201947,203079,203092,203521","0,5,7,8,8","Clark,Earl - Dellavedova,Matthew - Jack,Jarrett - Waiters,Dion - Zeller,Tyler",48.0,43.2,22.8,4.8,0.210526315789
1211,"101127,202087,202684,203092,203521","0,2,8,8,8","Dellavedova,Matthew - Gee,Alonzo - Jack,Jarrett - Thompson,Tristan - Zeller,Tyler",52.8,33.0,19.8,19.8,1.0
1218,"101127,202681,202684,203079,203092","0,2,7,7,8","Irving,Kyrie - Jack,Jarrett - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",42.0,36.0,22.0,6.0,0.272727272727
1224,"101127,202684,203079,203092,203521","0,2,7,8,8","Dellavedova,Matthew - Jack,Jarrett - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",37.8,28.8,16.2,9.0,0.555555555556
1229,"101127,202711,203486,203900,203928","0,2,3,5,8","Bogdanovic,Bojan - Brown,Markel - Jack,Jarrett - Jefferson,Cory - Plumlee,Mason",51.8,56.0,21.7,-4.2,-0.193548387097
1230,"101127,203079,203092,203461,203521","0,2,7,8,8","Bennett,Anthony - Dellavedova,Matthew - Jack,Jarrett - Waiters,Dion - Zeller,Tyler",46.9,44.8,26.6,2.1,0.0789473684211
1236,"101128,101236,201166,201977,203080","1,2,3,3,9","Brooks,Aaron - Garcia,Francisco - Hayes,Charles - Robinson,Thomas - Thornton,Marcus",9.7,10.5,48.0,-0.8,-0.0166666666667
1242,"101128,101236,201977,202690,203080","1,2,3,3,6","Fredette,Jimmer - Garcia,Francisco - Hayes,Charles - Robinson,Thomas - Thornton,Marcus",9.8,9.4,21.0,0.4,0.0190476190476
1250,"101128,201166,201600,201956,201976","2,3,3,8,9","Asik,Omer - Beverley,Patrick - Brooks,Aaron - Casspi,Omri - Garcia,Francisco",44.0,40.0,22.5,4.0,0.177777777778
1251,"101128,201166,201600,201956,202391","2,3,3,9,9","Asik,Omer - Brooks,Aaron - Casspi,Omri - Garcia,Francisco - Lin,Jeremy",48.0,56.0,22.4,-8.0,-0.357142857143
1253,"101128,201166,201600,201956,202718","2,3,3,8,9","Asik,Omer - Brooks,Aaron - Casspi,Omri - Garcia,Francisco - Parsons,Chandler",62.0,42.0,20.0,20.0,1.0
1272,"101128,201166,201956,202718,203093","0,3,3,8,9","Brooks,Aaron - Casspi,Omri - Garcia,Francisco - Jones,Terrence - Parsons,Chandler",54.0,52.8,22.2,1.2,0.0540540540541
1279,"101128,201574,201936,202326,202738","2,2,3,6,9","Cousins,DeMarcus - Evans,Tyreke - Garcia,Francisco - Thomas,Isaiah - Thompson,Jason",10.6,14.4,34.0,-3.8,-0.111764705882
1292,"101128,201600,201935,202391,202700","2,2,3,9,9","Asik,Omer - Garcia,Francisco - Harden,James - Lin,Jeremy - Motiejunas,Donatas",17.3,34.0,15.1,-16.7,-1.1059602649
1293,"101128,201600,201935,202391,202718","2,3,8,9,9","Asik,Omer - Garcia,Francisco - Harden,James - Lin,Jeremy - Parsons,Chandler",146.4,115.8,59.8,30.6,0.511705685619
1294,"101128,201600,201935,202391,202962","1,2,3,9,9","Asik,Omer - Garcia,Francisco - Harden,James - Lin,Jeremy - Smith,Greg",38.0,40.5,69.2,-2.5,-0.0361271676301
1295,"101128,201600,201935,202391,203093","0,2,3,9,9","Asik,Omer - Garcia,Francisco - Harden,James - Jones,Terrence - Lin,Jeremy",12.6,20.6,22.2,-8.0,-0.36036036036
1299,"101128,201600,201956,201976,202391","2,3,3,8,9","Asik,Omer - Beverley,Patrick - Casspi,Omri - Garcia,Francisco - Lin,Jeremy",42.0,47.0,22.0,-5.0,-0.227272727273
1308,"101128,201600,202341,202391,202962","1,2,3,4,9","Anderson,James - Asik,Omer - Garcia,Francisco - Lin,Jeremy - Smith,Greg",20.0,15.0,15.6,5.0,0.320512820513
1319,"101128,201935,201956,202391,203093","0,3,3,9,9","Casspi,Omri - Garcia,Francisco - Harden,James - Jones,Terrence - Lin,Jeremy",54.0,37.0,17.0,17.0,1.0
1361,"101131,101181,201155,202328,202688","2,2,7,8,8","Calderon,Jose - Knight,Brandon - Maxiell,Jason - Monroe,Greg - Stuckey,Rodney",6.0,5.6,33.6,0.4,0.0119047619048
1362,"101131,101181,201155,202328,202713","2,2,4,7,8","Calderon,Jose - Maxiell,Jason - Monroe,Greg - Singler,Kyle - Stuckey,Rodney",12.9,17.3,112.0,-4.4,-0.0392857142857
1364,"101131,101181,201973,202688,202713","2,3,4,8,8","Calderon,Jose - Jerebko,Jonas - Knight,Brandon - Maxiell,Jason - Singler,Kyle",25.0,23.5,24.8,1.5,0.0604838709677
1365,"101131,101181,202328,202688,202713","2,2,4,8,8","Calderon,Jose - Knight,Brandon - Maxiell,Jason - Monroe,Greg - Singler,Kyle",28.4,29.9,226.5,-1.5,-0.00662251655629
1371,"101131,101198,201155,202328,202713","2,2,4,7,9","Bynum,Will - Maxiell,Jason - Monroe,Greg - Singler,Kyle - Stuckey,Rodney",6.1,7.4,32.0,-1.3,-0.040625
1381,"101131,201155,202328,202688,202713","2,2,4,7,8","Knight,Brandon - Maxiell,Jason - Monroe,Greg - Singler,Kyle - Stuckey,Rodney",12.6,12.6,63.0,0.0,0.0
1383,"101131,201167,201175,202734,203506","0,2,7,8,8","Afflalo,Arron - Davis,Glen - Maxiell,Jason - Moore,E'Twaun - Oladipo,Victor",42.9,45.9,18.3,-3.0,-0.16393442623
1393,"101131,201945,202362,202687,202689","0,2,6,8,8","Biyombo,Bismack - Henderson,Gerald - Maxiell,Jason - Stephenson,Lance - Walker,Kemba",27.9,51.0,18.0,-23.1,-1.28333333333
1397,"101131,201945,202390,203148,203469","2,2,6,7,8","Henderson,Gerald - Maxiell,Jason - Neal,Gary - Roberts,Brian - Zeller,Cody",32.0,39.2,18.4,-7.2,-0.391304347826
1405,"101131,202362,202390,203148,203469","2,2,6,6,7","Maxiell,Jason - Neal,Gary - Roberts,Brian - Stephenson,Lance - Zeller,Cody",40.8,21.6,20.8,19.2,0.923076923077
1422,"101131,202390,203148,203469,203798","2,2,4,6,7","Hairston,PJ - Maxiell,Jason - Neal,Gary - Roberts,Brian - Zeller,Cody",66.0,73.2,31.8,-7.2,-0.22641509434
1423,"101131,202687,202689,203148,203798","0,2,4,6,8","Biyombo,Bismack - Hairston,PJ - Maxiell,Jason - Roberts,Brian - Walker,Kemba",27.0,41.1,15.9,-14.1,-0.88679245283
1427,"101131,202734,203090,203117,203506","2,4,7,8,8","Harkless,Maurice - Lamb,Doron - Maxiell,Jason - Moore,E'Twaun - Oladipo,Victor",30.0,27.0,15.6,3.0,0.192307692308
1430,"101131,203106,203148,203584,203943","1,2,4,4,6","Daniels,Troy - Maxiell,Jason - Roberts,Brian - Taylor,Jeff - Vonleh,Noah",48.0,57.2,29.6,-9.2,-0.310810810811
1431,"101131,203106,203148,203798,203943","1,2,4,4,6","Hairston,PJ - Maxiell,Jason - Roberts,Brian - Taylor,Jeff - Vonleh,Noah",29.0,35.0,16.6,-6.0,-0.361445783133
1434,"101133,101139,101145,201155,202331","1,4,6,7,7","Ellis,Monta - George,Paul - Mahinmi,Ian - Miles,CJ - Stuckey,Rodney",62.4,76.8,35.2,-14.4,-0.409090909091
1435,"101133,101139,101145,201588,1626167","0,1,4,6,6","Ellis,Monta - Hill,George - Mahinmi,Ian - Miles,CJ - Turner,Myles",28.2,50.4,20.4,-22.2,-1.08823529412
1436,"101133,101139,101145,201588,202331","1,4,6,6,7","Ellis,Monta - George,Paul - Hill,George - Mahinmi,Ian - Miles,CJ",724.5,766.5,332.5,-42.0,-0.126315789474
1440,"101133,101139,101145,201978,202331","1,4,4,6,7","Budinger,Chase - Ellis,Monta - George,Paul - Mahinmi,Ian - Miles,CJ",117.9,96.3,44.1,21.6,0.489795918367
